date,product_id,category,units_sold,unit_price,value,region,channel
2024-09-17,P013,Electronics,41,325.5,13345.5,Fukuoka,Website
2024-09-18,P012,Toys,171,48.66,8320.86,Kyoto,Website
2024-09-18,P002,Home Appliances,47,378.31,17780.57,Fukuoka,Retail
2024-09-19,P010,Beauty,285,43.9,12511.5,Kyoto,Amazon
2024-09-20,P016,Beauty,267,27.97,7467.99,Hokkaido,Retail
2024-09-20,P016,Beauty,163,25.77,4200.51,Nagoya,Website
2024-09-21,P002,Home Appliances,36,376.98,13571.28,Kyoto,Retail
2024-09-23,P005,Beauty,243,35.56,8641.08,Nagoya,Mercari
2024-09-23,P006,Toys,103,25.49,2625.47,Nagoya,Retail
2024-09-23,P004,Sports,77,113.87,8767.99,Nagoya,Retail
2024-09-24,P002,Home Appliances,46,295.88,13610.48,Hokkaido,Mercari
2024-09-25,P005,Beauty,173,28.71,4966.83,Kyoto,Amazon
2024-09-25,P009,Home Appliances,63,388.51,24476.13,Hokkaido,Amazon
2024-09-26,P004,Sports,133,83.07,11048.31,Fukuoka,Website
2024-09-27,P018,Toys,131,34.49,4518.19,Kyoto,Website
2024-09-29,P005,Beauty,219,45.53,9971.07,Nagoya,Retail
2024-09-30,P002,Home Appliances,75,399.29,29946.75,Fukuoka,Retail
2024-09-30,P010,Beauty,102,46.3,4722.6,Nagoya,Amazon
2024-09-30,P011,Sports,122,78.46,9572.12,Hokkaido,Mercari
2024-10-01,P009,Home Appliances,78,288.33,22489.74,Nagoya,Retail
2024-10-02,P014,Fashion,66,54.12,3571.92,Hokkaido,Amazon
2024-10-02,P009,Home Appliances,30,244.29,7328.7,Tokyo,Retail
2024-10-05,P009,Home Appliances,39,197.12,7687.68,Tokyo,Mercari
2024-10-06,P011,Sports,96,135.45,13003.2,Tokyo,Retail
2024-10-06,P018,Toys,76,38.76,2945.76,Kyoto,Retail
2024-10-07,P011,Sports,41,80.32,3293.12,Osaka,Retail
2024-10-10,P009,Home Appliances,47,165.24,7766.28,Kyoto,Mercari
2024-10-10,P013,Electronics,64,273.55,17507.2,Fukuoka,Retail
2024-10-10,P009,Home Appliances,88,239.91,21112.08,Fukuoka,Amazon
2024-10-11,P014,Fashion,106,33.2,3519.2,Kyoto,Retail
2024-10-12,P013,Electronics,54,379.41,20488.14,Fukuoka,Amazon
2024-10-13,P009,Home Appliances,52,354.11,18413.72,Hokkaido,Amazon
2024-10-13,P015,Home Appliances,52,208.58,10846.16,Tokyo,Retail
2024-10-13,P008,Fashion,134,47.85,6411.9,Kyoto,Amazon
2024-10-14,P018,Toys,156,56.95,8884.2,Hokkaido,Retail
2024-10-14,P006,Toys,158,51.91,8201.78,Kyoto,Mercari
2024-10-15,P005,Beauty,216,35.4,7646.4,Hokkaido,Amazon
2024-10-15,P020,Fashion,62,77.04,4776.48,Osaka,Amazon
2024-10-17,P012,Toys,132,27.73,3660.36,Tokyo,Amazon
2024-10-17,P010,Beauty,287,27.02,7754.74,Hokkaido,Website
2024-10-18,P015,Home Appliances,64,318.19,20364.16,Kyoto,Amazon
2024-10-18,P013,Electronics,45,529.34,23820.3,Fukuoka,Website
2024-10-18,P016,Beauty,188,21.41,4025.08,Kyoto,Mercari
2024-10-18,P014,Fashion,192,97.75,18768.0,Hokkaido,Retail
2024-10-19,P020,Fashion,132,84.08,11098.56,Osaka,Website
2024-10-20,P001,Electronics,34,296.27,10073.18,Tokyo,Amazon
2024-10-22,P018,Toys,170,29.65,5040.5,Nagoya,Amazon
2024-10-23,P019,Electronics,62,395.53,24522.86,Fukuoka,Amazon
2024-10-23,P020,Fashion,151,79.26,11968.26,Osaka,Website
2024-10-25,P008,Fashion,70,77.62,5433.4,Hokkaido,Mercari
2024-10-25,P010,Beauty,236,31.42,7415.12,Kyoto,Website
2024-10-26,P017,Sports,93,81.87,7613.91,Fukuoka,Retail
2024-10-26,P019,Electronics,65,489.72,31831.8,Osaka,Mercari
2024-10-26,P016,Beauty,181,42.85,7755.85,Osaka,Website
2024-10-27,P018,Toys,85,56.6,4811.0,Hokkaido,Retail
2024-10-27,P001,Electronics,49,502.47,24621.03,Fukuoka,Mercari
2024-10-28,P008,Fashion,86,51.05,4390.3,Fukuoka,Amazon
2024-10-29,P005,Beauty,233,49.57,11549.81,Osaka,Mercari
2024-10-30,P003,Fashion,170,99.03,16835.1,Tokyo,Website
2024-10-30,P015,Home Appliances,36,361.78,13024.08,Hokkaido,Retail
2024-10-31,P005,Beauty,216,34.35,7419.6,Kyoto,Website
2024-10-31,P004,Sports,136,124.69,16957.84,Fukuoka,Retail
2024-11-01,P001,Electronics,56,412.88,23121.28,Tokyo,Amazon
2024-11-02,P020,Fashion,173,74.64,12912.72,Kyoto,Mercari
2024-11-03,P013,Electronics,65,351.71,22861.15,Fukuoka,Amazon
2024-11-03,P020,Fashion,113,50.68,5726.84,Kyoto,Amazon
2024-11-03,P009,Home Appliances,44,188.56,8296.64,Kyoto,Mercari
2024-11-03,P012,Toys,136,44.4,6038.4,Hokkaido,Website
2024-11-05,P010,Beauty,201,20.2,4060.2,Nagoya,Mercari
2024-11-06,P011,Sports,66,51.57,3403.62,Hokkaido,Retail
2024-11-08,P007,Electronics,46,447.91,20603.86,Nagoya,Website
2024-11-08,P007,Electronics,74,560.51,41477.74,Hokkaido,Mercari
2024-11-09,P016,Beauty,264,49.0,12936.0,Kyoto,Mercari
2024-11-09,P002,Home Appliances,60,381.04,22862.4,Hokkaido,Amazon
2024-11-10,P016,Beauty,192,43.48,8348.16,Nagoya,Retail
2024-11-10,P011,Sports,128,110.32,14120.96,Osaka,Mercari
2024-11-11,P008,Fashion,112,56.59,6338.08,Fukuoka,Website
2024-11-11,P020,Fashion,151,83.83,12658.33,Nagoya,Amazon
2024-11-11,P012,Toys,60,28.73,1723.8,Nagoya,Mercari
2024-11-11,P006,Toys,100,58.76,5876.0,Nagoya,Mercari
2024-11-12,P018,Toys,115,57.94,6663.1,Osaka,Mercari
2024-11-12,P009,Home Appliances,36,175.56,6320.16,Osaka,Mercari
2024-11-15,P006,Toys,105,50.65,5318.25,Osaka,Retail
2024-11-15,P018,Toys,112,44.42,4975.04,Tokyo,Amazon
2024-11-16,P005,Beauty,211,21.9,4620.9,Nagoya,Mercari
2024-11-17,P002,Home Appliances,34,359.77,12232.18,Kyoto,Amazon
2024-11-17,P009,Home Appliances,61,283.93,17319.73,Tokyo,Mercari
2024-11-17,P012,Toys,115,26.88,3091.2,Osaka,Amazon
2024-11-19,P013,Electronics,64,470.81,30131.84,Nagoya,Mercari
2024-11-21,P001,Electronics,35,481.14,16839.9,Fukuoka,Mercari
2024-11-21,P011,Sports,149,106.59,15881.91,Tokyo,Amazon
2024-11-21,P009,Home Appliances,82,345.89,28362.98,Fukuoka,Retail
2024-11-22,P013,Electronics,47,267.8,12586.6,Nagoya,Website
2024-11-23,P005,Beauty,229,20.27,4641.83,Fukuoka,Website
2024-11-23,P008,Fashion,70,51.0,3570.0,Kyoto,Amazon
2024-11-24,P018,Toys,177,42.09,7449.93,Hokkaido,Amazon
2024-11-24,P018,Toys,91,56.68,5157.88,Hokkaido,Retail
2024-11-24,P016,Beauty,150,37.81,5671.5,Fukuoka,Amazon
2024-11-25,P001,Electronics,70,364.96,25547.2,Osaka,Amazon
2024-11-25,P013,Electronics,49,571.55,28005.95,Osaka,Retail
2024-11-25,P005,Beauty,276,43.71,12063.96,Kyoto,Amazon
2024-11-26,P006,Toys,72,28.75,2070.0,Hokkaido,Retail
2024-11-26,P013,Electronics,55,231.61,12738.55,Fukuoka,Retail
2024-11-26,P011,Sports,95,94.02,8931.9,Kyoto,Retail
2024-11-28,P013,Electronics,56,204.94,11476.64,Fukuoka,Amazon
2024-12-01,P004,Sports,105,75.87,7966.35,Kyoto,Retail
2024-12-02,P009,Home Appliances,61,206.21,12578.81,Osaka,Mercari
2024-12-03,P019,Electronics,78,212.34,16562.52,Osaka,Website
2024-12-04,P019,Electronics,64,279.92,17914.88,Osaka,Amazon
2024-12-04,P008,Fashion,140,76.03,10644.2,Osaka,Amazon
2024-12-04,P005,Beauty,187,30.45,5694.15,Fukuoka,Retail
2024-12-05,P010,Beauty,268,27.26,7305.68,Osaka,Mercari
2024-12-05,P007,Electronics,65,526.09,34195.85,Hokkaido,Mercari
2024-12-05,P014,Fashion,120,94.31,11317.2,Kyoto,Retail
2024-12-06,P014,Fashion,100,57.69,5769.0,Fukuoka,Mercari
2024-12-08,P010,Beauty,195,23.51,4584.45,Kyoto,Retail
2024-12-09,P018,Toys,106,53.81,5703.86,Hokkaido,Amazon
2024-12-10,P002,Home Appliances,69,262.43,18107.67,Tokyo,Mercari
2024-12-10,P019,Electronics,62,306.94,19030.28,Kyoto,Amazon
2024-12-11,P003,Fashion,79,51.02,4030.58,Tokyo,Website
2024-12-11,P007,Electronics,46,383.02,17618.92,Kyoto,Mercari
2024-12-12,P001,Electronics,48,393.11,18869.28,Fukuoka,Amazon
2024-12-12,P012,Toys,139,54.59,7588.01,Osaka,Website
2024-12-13,P001,Electronics,43,481.89,20721.27,Nagoya,Amazon
2024-12-13,P017,Sports,128,124.98,15997.44,Nagoya,Mercari
2024-12-14,P006,Toys,128,42.03,5379.84,Kyoto,Retail
2024-12-14,P016,Beauty,213,32.47,6916.11,Fukuoka,Retail
2024-12-15,P012,Toys,158,38.69,6113.02,Kyoto,Retail
2024-12-17,P016,Beauty,124,30.45,3775.8,Fukuoka,Mercari
2024-12-17,P006,Toys,102,44.32,4520.64,Hokkaido,Mercari
2024-12-17,P011,Sports,118,109.7,12944.6,Fukuoka,Amazon
2024-12-17,P013,Electronics,38,367.3,13957.4,Hokkaido,Mercari
2024-12-18,P017,Sports,128,142.35,18220.8,Fukuoka,Amazon
2024-12-18,P006,Toys,77,42.14,3244.78,Osaka,Website
2024-12-18,P009,Home Appliances,46,299.21,13763.66,Nagoya,Website
2024-12-19,P013,Electronics,51,586.72,29922.72,Fukuoka,Amazon
2024-12-19,P004,Sports,108,129.95,14034.6,Osaka,Website
2024-12-19,P016,Beauty,128,36.49,4670.72,Hokkaido,Amazon
2024-12-21,P004,Sports,61,117.71,7180.31,Kyoto,Retail
2024-12-21,P014,Fashion,69,56.26,3881.94,Kyoto,Amazon
2024-12-23,P005,Beauty,282,27.49,7752.18,Nagoya,Retail
2024-12-25,P015,Home Appliances,79,286.59,22640.61,Tokyo,Retail
2024-12-25,P013,Electronics,66,395.78,26121.48,Kyoto,Website
2024-12-26,P008,Fashion,121,52.81,6390.01,Fukuoka,Website
2024-12-26,P013,Electronics,68,229.59,15612.12,Fukuoka,Mercari
2024-12-26,P012,Toys,163,49.56,8078.28,Hokkaido,Amazon
2024-12-26,P007,Electronics,33,525.41,17338.53,Hokkaido,Website
2024-12-27,P003,Fashion,154,87.33,13448.82,Kyoto,Mercari
2024-12-27,P015,Home Appliances,70,304.85,21339.5,Tokyo,Mercari
2024-12-28,P004,Sports,70,127.56,8929.2,Osaka,Website
2024-12-28,P020,Fashion,92,74.29,6834.68,Hokkaido,Retail
2024-12-30,P020,Fashion,84,71.31,5990.04,Nagoya,Amazon
2024-12-31,P015,Home Appliances,51,385.74,19672.74,Fukuoka,Website
2024-12-31,P015,Home Appliances,76,207.96,15804.96,Kyoto,Retail
