transaction_id,transaction_date,store_id,customer_id,product_id,quantity,sales_amount,customer_nationality
T001158,2024-02-18 05:00:00,TOKYO_01,C1320,P001,1,5221.87,AU
T001159,2024-02-18 06:00:00,NAGOYA_01,C5654,P003,4,7387.74,UK
T001160,2024-02-18 07:00:00,NAGOYA_01,C6300,P003,4,6132.72,JP
T001161,2024-02-18 08:00:00,NAGOYA_01,C7761,P001,2,5466.82,JP
T001162,2024-02-18 09:00:00,TOKYO_01,C7854,P001,4,816.84,UK
T001163,2024-02-18 10:00:00,TOKYO_02,C6505,P002,1,5720.3,JP
T001164,2024-02-18 11:00:00,TOKYO_02,C7553,P004,3,13397.6,JP
T001165,2024-02-18 12:00:00,TOKYO_01,C5042,P003,3,10510.7,JP
T001166,2024-02-18 13:00:00,TOKYO_02,C8498,P005,3,2608.63,IN
T001167,2024-02-18 14:00:00,TOKYO_01,C7636,P002,4,9071.75,JP
T001168,2024-02-18 15:00:00,TOKYO_02,C8362,P002,2,13437.35,AU
T001169,2024-02-18 16:00:00,OSAKA_01,C1011,P005,4,10650.49,AU
T001170,2024-02-18 17:00:00,OSAKA_01,C1194,P005,2,2655.92,UK
T001171,2024-02-18 18:00:00,NAGOYA_01,C3537,P005,3,13083.57,JP
T001172,2024-02-18 19:00:00,OSAKA_01,C3842,P001,1,4872.39,JP
T001173,2024-02-18 20:00:00,OSAKA_01,C3229,P003,4,7084.1,JP
T001174,2024-02-18 21:00:00,OSAKA_01,C4009,P001,1,8129.07,JP
T001175,2024-02-18 22:00:00,TOKYO_01,C8984,P003,3,12832.35,US
T001176,2024-02-18 23:00:00,OSAKA_01,C3077,P001,2,14008.31,AU
T001177,2024-02-19 00:00:00,OSAKA_01,C8845,P004,1,13979.97,IN
T001178,2024-02-19 01:00:00,NAGOYA_01,C4867,P003,4,615.34,IN
T001179,2024-02-19 02:00:00,OSAKA_01,C5873,P002,1,13867.38,UK
T001180,2024-02-19 03:00:00,OSAKA_01,C9635,P003,1,1288.61,JP
T001181,2024-02-19 04:00:00,TOKYO_02,C1297,P003,4,4353.72,KR
T001182,2024-02-19 05:00:00,NAGOYA_01,C6856,P003,2,7967.32,JP
T001183,2024-02-19 06:00:00,NAGOYA_01,C2015,P004,4,7458.92,US
T001184,2024-02-19 07:00:00,NAGOYA_01,C2384,P001,3,9268.29,JP
T001185,2024-02-19 08:00:00,NAGOYA_01,C9745,P002,2,7451.97,IN
T001186,2024-02-19 09:00:00,NAGOYA_01,C3350,P001,1,14048.45,JP
T001187,2024-02-19 10:00:00,NAGOYA_01,C2269,P001,4,3987.96,IN
T001188,2024-02-19 11:00:00,TOKYO_01,C2260,P005,3,4473.36,UK
T001189,2024-02-19 12:00:00,OSAKA_01,C8701,P004,4,13850.7,US
T001190,2024-02-19 13:00:00,NAGOYA_01,C9376,P005,2,1612.72,IN
T001191,2024-02-19 14:00:00,OSAKA_01,C5563,P004,3,9338.63,JP
T001192,2024-02-19 15:00:00,OSAKA_01,C7897,P001,1,10385.17,JP
T001193,2024-02-19 16:00:00,TOKYO_01,C6672,P001,2,7830.35,KR
T001194,2024-02-19 17:00:00,NAGOYA_01,C6593,P004,3,10566.36,US
T001195,2024-02-19 18:00:00,TOKYO_02,C7155,P001,2,3004.94,AU
T001196,2024-02-19 19:00:00,TOKYO_01,C6543,P001,1,12863.17,JP
T001197,2024-02-19 20:00:00,TOKYO_02,C8240,P002,3,2530.37,JP
T001198,2024-02-19 21:00:00,OSAKA_01,C5683,P005,4,6311.78,JP
T001199,2024-02-19 22:00:00,OSAKA_01,C2881,P005,4,1591.24,JP
T001200,2024-02-19 23:00:00,TOKYO_01,C9713,P005,1,8405.56,JP
T001201,2024-02-20 00:00:00,TOKYO_01,C4809,P003,3,10211.31,JP
T001202,2024-02-20 01:00:00,TOKYO_02,C6807,P002,1,14147.71,JP
T001203,2024-02-20 02:00:00,NAGOYA_01,C5883,P005,1,11220.37,AU
T001204,2024-02-20 03:00:00,TOKYO_02,C8206,P005,2,8345.99,JP
T001205,2024-02-20 04:00:00,TOKYO_01,C5155,P002,4,14022.95,AU
T001206,2024-02-20 05:00:00,TOKYO_02,C5673,P001,1,7437.33,UK
T001207,2024-02-20 06:00:00,TOKYO_01,C2409,P005,2,8637.48,JP
T001208,2024-02-20 07:00:00,TOKYO_02,C6197,P001,1,9143.43,UK
T001209,2024-02-20 08:00:00,TOKYO_01,C8452,P005,1,6444.71,UK
T001210,2024-02-20 09:00:00,TOKYO_01,C9718,P004,1,12658.0,JP
T001211,2024-02-20 10:00:00,TOKYO_01,C3172,P003,4,3185.05,JP
T001212,2024-02-20 11:00:00,NAGOYA_01,C1279,P005,3,8545.21,JP
T001213,2024-02-20 12:00:00,TOKYO_02,C4977,P004,4,10972.38,AU
T001214,2024-02-20 13:00:00,TOKYO_02,C3669,P002,2,13607.65,JP
T001215,2024-02-20 14:00:00,TOKYO_02,C8825,P004,3,13316.82,JP
T001216,2024-02-20 15:00:00,TOKYO_01,C4981,P002,2,7876.73,AU
T001217,2024-02-20 16:00:00,TOKYO_02,C5769,P005,1,9825.84,JP
T001218,2024-02-20 17:00:00,TOKYO_02,C6247,P002,3,6216.45,KR
T001219,2024-02-20 18:00:00,TOKYO_01,C5427,P004,2,7288.58,JP
T001220,2024-02-20 19:00:00,OSAKA_01,C7135,P003,1,13640.85,UK
T001221,2024-02-20 20:00:00,TOKYO_01,C6573,P001,2,13995.21,JP
T001222,2024-02-20 21:00:00,TOKYO_02,C5131,P001,2,13483.5,JP
T001223,2024-02-20 22:00:00,TOKYO_01,C8189,P003,4,2506.38,JP
T001224,2024-02-20 23:00:00,OSAKA_01,C5535,P001,1,12826.22,KR
T001225,2024-02-21 00:00:00,TOKYO_01,C3776,P005,4,14251.27,JP
T001226,2024-02-21 01:00:00,TOKYO_02,C8697,P005,3,5738.12,AU
T001227,2024-02-21 02:00:00,OSAKA_01,C9386,P004,1,8020.37,UK
T001228,2024-02-21 03:00:00,NAGOYA_01,C1662,P004,4,11796.88,US
T001229,2024-02-21 04:00:00,TOKYO_02,C9671,P002,4,8650.13,JP
T001230,2024-02-21 05:00:00,OSAKA_01,C9044,P004,3,14905.51,KR
T001231,2024-02-21 06:00:00,OSAKA_01,C5218,P005,2,7107.84,UK
T001232,2024-02-21 07:00:00,NAGOYA_01,C6060,P004,2,10852.17,JP
T001233,2024-02-21 08:00:00,TOKYO_01,C6874,P001,2,11992.57,AU
T001234,2024-02-21 09:00:00,TOKYO_01,C6581,P002,3,7664.46,KR
T001235,2024-02-21 10:00:00,TOKYO_02,C3014,P002,4,12926.27,KR
T001236,2024-02-21 11:00:00,NAGOYA_01,C4789,P005,1,8419.24,JP
T001237,2024-02-21 12:00:00,TOKYO_01,C8148,P004,3,6468.94,IN
T001238,2024-02-21 13:00:00,NAGOYA_01,C8766,P001,2,2063.44,JP
T001239,2024-02-21 14:00:00,TOKYO_01,C3364,P004,2,6204.5,JP
T001240,2024-02-21 15:00:00,OSAKA_01,C4629,P003,1,11142.08,JP
T001241,2024-02-21 16:00:00,TOKYO_01,C6919,P004,3,13858.65,JP
T001242,2024-02-21 17:00:00,NAGOYA_01,C6675,P005,2,4149.35,US
T001243,2024-02-21 18:00:00,OSAKA_01,C9872,P004,3,5650.92,JP
T001244,2024-02-21 19:00:00,OSAKA_01,C7638,P002,4,2732.43,JP
T001245,2024-02-21 20:00:00,OSAKA_01,C5651,P001,3,10515.48,JP
T001246,2024-02-21 21:00:00,NAGOYA_01,C1609,P005,4,14422.73,JP
T001247,2024-02-21 22:00:00,TOKYO_02,C8940,P003,1,9793.81,KR
T001248,2024-02-21 23:00:00,TOKYO_02,C4866,P001,4,9447.61,UK
T001249,2024-02-22 00:00:00,TOKYO_02,C1371,P001,4,8525.6,JP
T001250,2024-02-22 01:00:00,NAGOYA_01,C7998,P002,1,1782.61,UK
T001251,2024-02-22 02:00:00,OSAKA_01,C1615,P002,2,11077.81,JP
T001252,2024-02-22 03:00:00,TOKYO_02,C7911,P002,1,9229.72,US
T001253,2024-02-22 04:00:00,NAGOYA_01,C7010,P005,3,10091.41,KR
T001254,2024-02-22 05:00:00,TOKYO_02,C3253,P004,1,13532.76,JP
T001255,2024-02-22 06:00:00,TOKYO_01,C5942,P001,3,11867.43,US
T001256,2024-02-22 07:00:00,TOKYO_02,C1864,P004,2,11823.27,JP
T001257,2024-02-22 08:00:00,TOKYO_02,C2268,P004,3,13944.16,JP
T001258,2024-02-22 09:00:00,OSAKA_01,C8454,P002,1,14854.06,AU
T001259,2024-02-22 10:00:00,NAGOYA_01,C9976,P004,1,8928.6,KR
T001260,2024-02-22 11:00:00,OSAKA_01,C5571,P001,2,2078.78,JP
T001261,2024-02-22 12:00:00,OSAKA_01,C6229,P001,1,7157.38,UK
T001262,2024-02-22 13:00:00,OSAKA_01,C3237,P003,2,11920.22,UK
T001263,2024-02-22 14:00:00,OSAKA_01,C5054,P005,2,902.02,JP
T001264,2024-02-22 15:00:00,OSAKA_01,C1935,P004,1,1324.87,JP
T001265,2024-02-22 16:00:00,TOKYO_02,C7394,P005,4,1473.79,AU
T001266,2024-02-22 17:00:00,OSAKA_01,C8891,P005,3,11100.02,JP
T001267,2024-02-22 18:00:00,OSAKA_01,C1325,P005,4,7766.92,JP
T001268,2024-02-22 19:00:00,NAGOYA_01,C8774,P005,2,5849.02,KR
T001269,2024-02-22 20:00:00,TOKYO_01,C4861,P001,3,2031.45,IN
T001270,2024-02-22 21:00:00,TOKYO_02,C2985,P004,4,11117.48,JP
T001271,2024-02-22 22:00:00,TOKYO_02,C5932,P003,1,5154.79,AU
T001272,2024-02-22 23:00:00,TOKYO_02,C5603,P005,4,4347.2,JP
T001273,2024-02-23 00:00:00,OSAKA_01,C3778,P003,3,9958.63,JP
T001274,2024-02-23 01:00:00,OSAKA_01,C9832,P001,3,8605.66,UK
T001275,2024-02-23 02:00:00,OSAKA_01,C8754,P001,3,5754.95,UK
T001276,2024-02-23 03:00:00,NAGOYA_01,C5078,P002,3,9801.57,JP
T001277,2024-02-23 04:00:00,TOKYO_01,C2367,P005,4,4432.71,JP
T001278,2024-02-23 05:00:00,OSAKA_01,C5042,P002,1,12025.04,US
T001279,2024-02-23 06:00:00,TOKYO_01,C3575,P003,1,3825.12,JP
T001280,2024-02-23 07:00:00,NAGOYA_01,C7754,P004,3,2803.15,JP
T001281,2024-02-23 08:00:00,TOKYO_02,C2581,P002,1,11845.37,JP
T001282,2024-02-23 09:00:00,OSAKA_01,C2986,P001,4,10764.43,AU
T001283,2024-02-23 10:00:00,TOKYO_01,C3240,P005,1,3148.27,JP
T001284,2024-02-23 11:00:00,TOKYO_01,C4966,P003,2,2185.56,JP
T001285,2024-02-23 12:00:00,OSAKA_01,C8604,P001,1,12656.79,JP
T001286,2024-02-23 13:00:00,TOKYO_02,C9320,P004,3,11760.68,JP
T001287,2024-02-23 14:00:00,TOKYO_02,C6968,P005,1,5245.23,JP
T001288,2024-02-23 15:00:00,TOKYO_02,C8493,P004,1,10043.86,JP
T001289,2024-02-23 16:00:00,NAGOYA_01,C5103,P004,1,2300.32,JP
T001290,2024-02-23 17:00:00,TOKYO_01,C3076,P005,1,7852.19,UK
T001291,2024-02-23 18:00:00,TOKYO_01,C6231,P005,2,771.59,JP
T001292,2024-02-23 19:00:00,TOKYO_01,C3994,P004,4,6178.23,JP
T001293,2024-02-23 20:00:00,NAGOYA_01,C4744,P003,3,1585.22,KR
T001294,2024-02-23 21:00:00,TOKYO_01,C6594,P005,3,7389.63,AU
T001295,2024-02-23 22:00:00,NAGOYA_01,C8531,P001,1,6614.38,US
T001296,2024-02-23 23:00:00,TOKYO_02,C8371,P002,4,6943.58,JP
T001297,2024-02-24 00:00:00,OSAKA_01,C2644,P003,1,1157.3,JP
T001298,2024-02-24 01:00:00,TOKYO_01,C4144,P005,2,5743.44,AU
T001299,2024-02-24 02:00:00,TOKYO_01,C1242,P005,4,11469.02,AU
T001300,2024-02-24 03:00:00,TOKYO_02,C5085,P003,4,5849.26,JP
T001301,2024-02-24 04:00:00,OSAKA_01,C8954,P002,4,10869.99,JP
T001302,2024-02-24 05:00:00,NAGOYA_01,C8269,P004,4,5857.44,UK
T001303,2024-02-24 06:00:00,OSAKA_01,C8130,P001,1,6636.97,JP
T001304,2024-02-24 07:00:00,TOKYO_02,C7828,P005,2,8676.44,JP
T001305,2024-02-24 08:00:00,TOKYO_02,C9362,P002,4,14284.89,JP
T001306,2024-02-24 09:00:00,OSAKA_01,C9844,P001,3,2078.48,IN
T001307,2024-02-24 10:00:00,NAGOYA_01,C7331,P003,3,977.25,IN
T001308,2024-02-24 11:00:00,NAGOYA_01,C4512,P005,2,9315.38,IN
T001309,2024-02-24 12:00:00,TOKYO_01,C2499,P004,3,14261.91,JP
T001310,2024-02-24 13:00:00,NAGOYA_01,C3158,P003,1,14850.99,JP
T001311,2024-02-24 14:00:00,OSAKA_01,C6162,P005,1,7520.38,JP
T001312,2024-02-24 15:00:00,TOKYO_02,C5039,P002,2,7287.18,US
T001313,2024-02-24 16:00:00,TOKYO_01,C3035,P001,4,9851.97,US
T001314,2024-02-24 17:00:00,TOKYO_01,C8977,P001,3,8556.7,KR
T001315,2024-02-24 18:00:00,TOKYO_02,C1857,P005,3,9694.28,JP
T001316,2024-02-24 19:00:00,NAGOYA_01,C4823,P003,2,13172.99,AU
T001317,2024-02-24 20:00:00,TOKYO_02,C7770,P004,2,11321.44,JP
T001318,2024-02-24 21:00:00,NAGOYA_01,C1298,P002,3,7704.72,JP
T001319,2024-02-24 22:00:00,TOKYO_02,C8244,P005,4,7197.03,JP
T001320,2024-02-24 23:00:00,OSAKA_01,C1923,P002,2,9774.23,JP
T001321,2024-02-25 00:00:00,NAGOYA_01,C5232,P001,1,7107.74,KR
T001322,2024-02-25 01:00:00,OSAKA_01,C5306,P004,3,7137.8,JP
T001323,2024-02-25 02:00:00,TOKYO_01,C3799,P002,2,736.44,KR
T001324,2024-02-25 03:00:00,TOKYO_02,C7578,P005,2,3023.93,JP
T001325,2024-02-25 04:00:00,TOKYO_01,C5875,P004,2,7583.45,JP
T001326,2024-02-25 05:00:00,TOKYO_01,C6326,P003,3,12428.48,JP
T001327,2024-02-25 06:00:00,TOKYO_01,C7582,P005,1,4541.54,JP
T001328,2024-02-25 07:00:00,TOKYO_01,C2802,P002,1,8078.33,JP
T001329,2024-02-25 08:00:00,TOKYO_02,C3657,P004,3,5501.95,JP
T001330,2024-02-25 09:00:00,TOKYO_01,C4346,P005,2,2019.66,JP
T001331,2024-02-25 10:00:00,TOKYO_02,C3949,P004,3,14395.33,KR
T001332,2024-02-25 11:00:00,TOKYO_02,C1941,P004,3,12892.77,US
T001333,2024-02-25 12:00:00,OSAKA_01,C2907,P004,2,1638.14,IN
T001334,2024-02-25 13:00:00,NAGOYA_01,C5837,P002,3,10936.92,JP
T001335,2024-02-25 14:00:00,NAGOYA_01,C9105,P005,4,5539.91,JP
T001336,2024-02-25 15:00:00,TOKYO_02,C2243,P001,1,14925.32,JP
T001337,2024-02-25 16:00:00,OSAKA_01,C6696,P001,4,4884.78,UK
T001338,2024-02-25 17:00:00,TOKYO_02,C2466,P002,4,3961.71,JP
T001339,2024-02-25 18:00:00,TOKYO_02,C4957,P002,4,8734.41,JP
T001340,2024-02-25 19:00:00,TOKYO_02,C2966,P004,3,12609.33,AU
T001341,2024-02-25 20:00:00,OSAKA_01,C1375,P005,2,3291.52,JP
T001342,2024-02-25 21:00:00,NAGOYA_01,C1262,P005,3,10786.34,IN
T001343,2024-02-25 22:00:00,OSAKA_01,C5362,P003,1,1390.4,JP
T001344,2024-02-25 23:00:00,TOKYO_01,C7502,P003,3,13824.55,JP
T001345,2024-02-26 00:00:00,OSAKA_01,C8833,P001,3,1675.59,IN
T001346,2024-02-26 01:00:00,OSAKA_01,C2893,P003,3,13756.35,JP
T001347,2024-02-26 02:00:00,OSAKA_01,C9106,P003,3,7616.71,JP
T001348,2024-02-26 03:00:00,OSAKA_01,C2652,P001,4,6997.32,JP
T001349,2024-02-26 04:00:00,NAGOYA_01,C6540,P001,2,14612.95,IN
T001350,2024-02-26 05:00:00,TOKYO_01,C4892,P003,1,14860.57,KR
T001351,2024-02-26 06:00:00,NAGOYA_01,C1599,P005,1,9927.58,AU
T001352,2024-02-26 07:00:00,NAGOYA_01,C5815,P003,1,2343.23,UK
T001353,2024-02-26 08:00:00,OSAKA_01,C2912,P004,3,7839.47,JP
T001354,2024-02-26 09:00:00,TOKYO_02,C9792,P004,1,8172.86,JP
T001355,2024-02-26 10:00:00,TOKYO_02,C9572,P004,4,7959.47,JP
T001356,2024-02-26 11:00:00,NAGOYA_01,C5213,P002,2,8757.63,US
T001357,2024-02-26 12:00:00,NAGOYA_01,C4637,P004,3,771.51,JP
T001358,2024-02-26 13:00:00,OSAKA_01,C6599,P005,3,10812.8,IN
T001359,2024-02-26 14:00:00,NAGOYA_01,C7448,P002,4,10829.72,US
T001360,2024-02-26 15:00:00,OSAKA_01,C9557,P002,1,2174.31,KR
T001361,2024-02-26 16:00:00,TOKYO_02,C8382,P004,3,8768.47,JP
T001362,2024-02-26 17:00:00,TOKYO_02,C9982,P003,3,8741.24,JP
T001363,2024-02-26 18:00:00,TOKYO_01,C4569,P001,4,10395.53,JP
T001364,2024-02-26 19:00:00,TOKYO_02,C8707,P003,4,1738.27,JP
T001365,2024-02-26 20:00:00,NAGOYA_01,C1746,P003,1,9584.3,UK
T001366,2024-02-26 21:00:00,TOKYO_02,C9504,P002,2,4570.9,JP
T001367,2024-02-26 22:00:00,OSAKA_01,C5633,P002,2,7851.54,KR
T001368,2024-02-26 23:00:00,TOKYO_02,C1920,P002,1,11713.19,KR
T001369,2024-02-27 00:00:00,TOKYO_01,C8008,P005,2,10731.87,AU
T001370,2024-02-27 01:00:00,TOKYO_02,C3381,P005,4,2224.09,JP
T001371,2024-02-27 02:00:00,OSAKA_01,C4618,P001,4,9072.18,JP
T001372,2024-02-27 03:00:00,OSAKA_01,C9989,P002,4,14552.19,JP
T001373,2024-02-27 04:00:00,NAGOYA_01,C5443,P004,2,2773.16,JP
T001374,2024-02-27 05:00:00,TOKYO_02,C1272,P002,2,12867.15,JP
T001375,2024-02-27 06:00:00,OSAKA_01,C2773,P005,3,10686.95,JP
T001376,2024-02-27 07:00:00,TOKYO_01,C3547,P002,3,11723.05,US
T001377,2024-02-27 08:00:00,NAGOYA_01,C4164,P005,3,4588.4,JP
T001378,2024-02-27 09:00:00,TOKYO_01,C5780,P002,2,4674.39,JP
T001379,2024-02-27 10:00:00,TOKYO_02,C1946,P004,3,13637.28,JP
T001380,2024-02-27 11:00:00,TOKYO_02,C1506,P001,4,5717.56,KR
T001381,2024-02-27 12:00:00,TOKYO_02,C7719,P004,2,1413.72,US
T001382,2024-02-27 13:00:00,NAGOYA_01,C9435,P005,1,9208.65,JP
T001383,2024-02-27 14:00:00,OSAKA_01,C9697,P003,2,2309.86,IN
T001384,2024-02-27 15:00:00,NAGOYA_01,C7360,P004,3,12050.65,US
T001385,2024-02-27 16:00:00,TOKYO_01,C8657,P002,2,9805.32,UK
T001386,2024-02-27 17:00:00,NAGOYA_01,C4590,P001,3,13183.53,JP
T001387,2024-02-27 18:00:00,TOKYO_01,C2192,P002,3,11880.14,UK
T001388,2024-02-27 19:00:00,NAGOYA_01,C2464,P002,1,2125.65,JP
T001389,2024-02-27 20:00:00,OSAKA_01,C1390,P004,1,6025.52,UK
T001390,2024-02-27 21:00:00,TOKYO_01,C6615,P001,4,11731.12,JP
T001391,2024-02-27 22:00:00,TOKYO_02,C7106,P003,3,6551.45,UK
T001392,2024-02-27 23:00:00,TOKYO_02,C9864,P002,2,14599.3,KR
T001393,2024-02-28 00:00:00,NAGOYA_01,C3560,P001,1,11168.24,JP
T001394,2024-02-28 01:00:00,TOKYO_02,C6867,P003,1,724.75,KR
T001395,2024-02-28 02:00:00,TOKYO_01,C2211,P002,3,13259.79,JP
T001396,2024-02-28 03:00:00,TOKYO_02,C2539,P001,2,1961.67,JP
T001397,2024-02-28 04:00:00,OSAKA_01,C1643,P004,1,2537.59,JP
T001398,2024-02-28 05:00:00,OSAKA_01,C9693,P002,1,11150.14,KR
T001399,2024-02-28 06:00:00,NAGOYA_01,C9921,P002,2,13042.04,JP
T001400,2024-02-28 07:00:00,TOKYO_01,C2283,P001,1,8277.07,AU
T001401,2024-02-28 08:00:00,OSAKA_01,C8680,P002,2,4691.22,US
T001402,2024-02-28 09:00:00,OSAKA_01,C8345,P003,3,5594.08,KR
T001403,2024-02-28 10:00:00,TOKYO_01,C5386,P002,1,5471.9,IN
T001404,2024-02-28 11:00:00,TOKYO_02,C1919,P005,3,5236.83,JP
T001405,2024-02-28 12:00:00,TOKYO_02,C3339,P003,2,4022.19,JP
T001406,2024-02-28 13:00:00,NAGOYA_01,C9947,P001,3,9328.57,JP
T001407,2024-02-28 14:00:00,TOKYO_02,C6930,P003,3,13555.88,AU
T001408,2024-02-28 15:00:00,TOKYO_01,C6402,P005,3,4952.69,JP
T001409,2024-02-28 16:00:00,OSAKA_01,C6663,P005,4,3207.07,JP
T001410,2024-02-28 17:00:00,TOKYO_02,C6275,P002,2,12659.38,UK
T001411,2024-02-28 18:00:00,NAGOYA_01,C1507,P002,2,11255.86,JP
T001412,2024-02-28 19:00:00,TOKYO_02,C2436,P004,2,13997.14,AU
T001413,2024-02-28 20:00:00,TOKYO_01,C9750,P003,2,2900.04,JP
T001414,2024-02-28 21:00:00,NAGOYA_01,C8354,P004,2,2591.64,JP
T001415,2024-02-28 22:00:00,TOKYO_02,C5516,P005,1,8350.73,JP
T001416,2024-02-28 23:00:00,NAGOYA_01,C4622,P002,1,9409.29,JP
T001417,2024-02-29 00:00:00,TOKYO_01,C5399,P002,1,7462.51,UK
T001418,2024-02-29 01:00:00,OSAKA_01,C6037,P002,3,9185.02,JP
T001419,2024-02-29 02:00:00,TOKYO_01,C9111,P001,3,3115.51,JP
T001420,2024-02-29 03:00:00,TOKYO_01,C4715,P005,2,7454.4,IN
T001421,2024-02-29 04:00:00,TOKYO_01,C8837,P002,4,10042.34,IN
T001422,2024-02-29 05:00:00,TOKYO_01,C2301,P005,2,6774.24,IN
T001423,2024-02-29 06:00:00,OSAKA_01,C8370,P002,1,10351.99,KR
T001424,2024-02-29 07:00:00,OSAKA_01,C6185,P003,2,7042.27,IN
T001425,2024-02-29 08:00:00,NAGOYA_01,C3155,P005,3,5337.19,JP
T001426,2024-02-29 09:00:00,TOKYO_02,C7411,P004,2,4902.27,IN
T001427,2024-02-29 10:00:00,OSAKA_01,C7365,P001,1,6458.08,JP
T001428,2024-02-29 11:00:00,OSAKA_01,C1692,P004,2,834.8,JP
T001429,2024-02-29 12:00:00,TOKYO_02,C2478,P005,3,10193.61,JP
T001430,2024-02-29 13:00:00,OSAKA_01,C7396,P002,4,12754.03,JP
T001431,2024-02-29 14:00:00,TOKYO_01,C9448,P005,1,5642.09,JP
T001432,2024-02-29 15:00:00,TOKYO_01,C1441,P001,2,1167.48,JP
T001433,2024-02-29 16:00:00,TOKYO_02,C3646,P005,3,14808.25,JP
T001434,2024-02-29 17:00:00,NAGOYA_01,C6209,P002,1,4323.62,UK
T001435,2024-02-29 18:00:00,NAGOYA_01,C7533,P004,1,2336.01,UK
T001436,2024-02-29 19:00:00,TOKYO_02,C5677,P003,3,5861.41,AU
T001437,2024-02-29 20:00:00,TOKYO_02,C8211,P004,2,11209.08,IN
T001438,2024-02-29 21:00:00,TOKYO_01,C3645,P002,2,4761.79,JP
T001439,2024-02-29 22:00:00,NAGOYA_01,C9210,P002,2,8833.2,UK
T001440,2024-02-29 23:00:00,OSAKA_01,C8933,P001,1,6525.62,JP
T001441,2024-03-01 00:00:00,TOKYO_01,C6476,P005,4,2207.58,JP
T001442,2024-03-01 01:00:00,TOKYO_02,C8928,P005,1,5289.16,JP
T001443,2024-03-01 02:00:00,NAGOYA_01,C3080,P004,2,11010.62,JP
T001444,2024-03-01 03:00:00,OSAKA_01,C7089,P003,1,9374.06,JP
T001445,2024-03-01 04:00:00,OSAKA_01,C8396,P003,4,2236.79,JP
T001446,2024-03-01 05:00:00,TOKYO_01,C8797,P001,1,2868.17,JP
T001447,2024-03-01 06:00:00,NAGOYA_01,C1861,P002,3,9790.63,JP
T001448,2024-03-01 07:00:00,NAGOYA_01,C9346,P001,2,12294.52,JP
T001449,2024-03-01 08:00:00,TOKYO_02,C4494,P005,2,5567.38,KR
T001450,2024-03-01 09:00:00,NAGOYA_01,C1904,P002,2,9132.01,JP
T001451,2024-03-01 10:00:00,NAGOYA_01,C2269,P001,1,2974.33,JP
T001452,2024-03-01 11:00:00,TOKYO_01,C1404,P004,1,5014.96,US
T001453,2024-03-01 12:00:00,NAGOYA_01,C2184,P005,1,793.92,UK
T001454,2024-03-01 13:00:00,OSAKA_01,C9938,P003,2,11640.0,JP
T001455,2024-03-01 14:00:00,TOKYO_01,C2725,P001,1,6314.64,UK
T001456,2024-03-01 15:00:00,TOKYO_01,C9462,P005,2,12333.82,JP
T001457,2024-03-01 16:00:00,TOKYO_02,C6811,P005,1,10771.41,JP
T001458,2024-03-01 17:00:00,NAGOYA_01,C6606,P003,2,12516.79,JP
T001459,2024-03-01 18:00:00,TOKYO_02,C4956,P003,3,4642.05,AU
T001460,2024-03-01 19:00:00,OSAKA_01,C1171,P003,1,3184.08,JP
T001461,2024-03-01 20:00:00,TOKYO_01,C9465,P001,2,14592.63,US
T001462,2024-03-01 21:00:00,TOKYO_01,C3306,P003,3,10901.25,JP
T001463,2024-03-01 22:00:00,TOKYO_01,C1421,P004,3,12593.61,US
T001464,2024-03-01 23:00:00,OSAKA_01,C6540,P005,4,690.43,JP
T001465,2024-03-02 00:00:00,OSAKA_01,C5675,P003,1,5639.69,JP
T001466,2024-03-02 01:00:00,TOKYO_02,C7748,P005,2,11270.84,AU
T001467,2024-03-02 02:00:00,TOKYO_02,C7103,P002,4,1630.75,US
T001468,2024-03-02 03:00:00,TOKYO_02,C2473,P002,1,8726.43,JP
T001469,2024-03-02 04:00:00,NAGOYA_01,C4243,P003,3,6721.56,IN
T001470,2024-03-02 05:00:00,TOKYO_01,C3181,P005,1,755.44,US
T001471,2024-03-02 06:00:00,TOKYO_01,C4096,P002,2,3921.65,JP
T001472,2024-03-02 07:00:00,TOKYO_02,C7646,P003,3,4629.48,KR
T001473,2024-03-02 08:00:00,TOKYO_01,C6882,P005,4,2121.97,US
T001474,2024-03-02 09:00:00,TOKYO_02,C6982,P003,1,9657.29,JP
T001475,2024-03-02 10:00:00,NAGOYA_01,C6798,P005,1,4014.77,JP
T001476,2024-03-02 11:00:00,NAGOYA_01,C9415,P002,4,4525.48,JP
T001477,2024-03-02 12:00:00,OSAKA_01,C9411,P003,1,13524.46,JP
T001478,2024-03-02 13:00:00,NAGOYA_01,C9456,P002,1,7273.28,JP
T001479,2024-03-02 14:00:00,TOKYO_02,C5524,P003,1,6185.86,JP
T001480,2024-03-02 15:00:00,NAGOYA_01,C7559,P001,3,10996.13,US
T001481,2024-03-02 16:00:00,OSAKA_01,C8620,P002,3,13689.4,JP
T001482,2024-03-02 17:00:00,TOKYO_01,C3774,P002,2,863.03,IN
T001483,2024-03-02 18:00:00,TOKYO_02,C6673,P004,1,6999.46,JP
T001484,2024-03-02 19:00:00,TOKYO_01,C4124,P002,2,9356.33,JP
T001485,2024-03-02 20:00:00,OSAKA_01,C9671,P005,3,5119.16,IN
T001486,2024-03-02 21:00:00,OSAKA_01,C2353,P003,1,11699.91,AU
T001487,2024-03-02 22:00:00,OSAKA_01,C4854,P001,2,14586.42,JP
T001488,2024-03-02 23:00:00,TOKYO_01,C9134,P005,1,14179.7,JP
